Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,BR,HZ,RA,TSRA,VCTS,FU,TS,DZ,BCFG,FG+,MIFG,FG,SQ,SN,VCFG,GR,Date
62.0,53.0,58.0,-4.0,52.0,54.0,7.0,0.0,0 days 04:16:00.000000000,0 days 19:26:00.000000000,0.575,29.14,29.825,9.5,2.0,9.65,2009,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-11
73.0,49.5,61.5,-3.0,49.0,55.0,3.5,0.0,0 days 04:16:00.000000000,0 days 19:27:00.000000000,0.005,29.27,29.95,4.7,6.5,6.25,2009,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-12
67.0,55.0,61.0,-3.5,51.5,55.0,4.0,0.0,0 days 04:16:00.000000000,0 days 19:27:00.000000000,0.32,29.310000000000002,29.994999999999997,6.550000000000001,4.5,7.15,2009,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-13
76.5,52.5,64.5,-2.0,49.0,57.0,0.5,0.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000,0.0,29.314999999999998,30.005000000000003,4.8,4.5,5.25,2009,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-14
81.0,55.0,68.0,-0.5,49.0,58.0,0.0,3.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000,0.0,29.310000000000002,30.0,6.45,9.0,7.050000000000001,2009,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-15
71.0,61.5,66.5,-2.0,56.0,60.5,0.0,1.5,0 days 04:16:00.000000000,0 days 19:29:00.000000000,1.15,29.18,29.880000000000003,10.75,10.5,11.25,2009,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-16
72.0,62.0,67.0,-1.5,59.5,62.5,0.0,2.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000,0.0,29.185000000000002,29.875,2.8,35.0,6.45,2009,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-17
80.5,62.0,71.5,0.5,63.5,67.0,0.0,6.5,0 days 04:16:00.000000000,0 days 19:29:00.000000000,0.11499999999999999,29.115,29.53718725539787,5.2,16.5,6.85,2009,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-18
87.0,65.5,76.5,3.0,67.5,69.5,0.0,11.5,0 days 04:16:00.000000000,0 days 19:30:00.000000000,2.42,29.0,29.689999999999998,6.75,18.0,11.05,2009,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-19
87.5,68.5,78.5,4.0,65.0,70.0,0.0,13.5,0 days 04:16:00.000000000,0 days 19:30:00.000000000,0.0,29.104999999999997,29.75,8.3,28.5,8.6,2009,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-20
85.0,70.5,78.0,3.5,63.5,68.5,0.0,13.0,0 days 04:16:00.000000000,0 days 19:30:00.000000000,0.0075,29.145000000000003,29.810000000000002,3.05,8.0,3.7,2009,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-21
89.0,69.0,79.5,4.5,67.0,71.0,0.0,14.5,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.075,29.119999999999997,29.78,4.65,11.5,6.4,2009,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-22
93.0,73.0,83.5,6.5,68.5,73.0,0.0,18.5,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.0,29.189999999999998,29.86,2.3,13.5,4.0,2009,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-23
93.5,74.0,84.0,7.0,68.0,73.0,0.0,19.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.41000000000000003,29.185000000000002,29.86,2.0,22.5,5.05,2009,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-24
93.5,75.5,85.0,7.0,68.5,73.0,0.0,20.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000,0.0025,29.115,29.785,2.1,29.0,4.75,2009,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-25
86.0,70.5,78.5,3.5,60.5,60.5,0.0,13.5,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0.0,29.222319972826096,29.84,6.4,4.0,8.1,2009,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-26
89.5,64.5,77.5,2.5,60.5,67.0,0.0,12.5,0 days 04:18:00.000000000,0 days 19:31:00.000000000,0.175,29.14,29.810000000000002,5.55,21.5,6.9,2009,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-27
83.0,67.0,75.5,2.0,53.0,62.0,0.0,10.5,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0,29.04,29.72,13.649999999999999,29.0,14.1,2009,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-28
77.5,64.0,71.0,-0.5,54.0,61.0,0.0,6.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0,28.92,29.595,12.8,30.0,13.399999999999999,2009,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-29
67.0,60.0,64.0,-4.5,53.0,57.5,1.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000,0.0,28.975,29.645,8.5,30.0,8.7,2009,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-30
65.0,57.0,61.0,-5.5,53.0,56.5,4.0,0.0,0 days 04:20:00.000000000,0 days 19:31:00.000000000,0.0125,29.1,29.765,7.3999999999999995,31.5,8.05,2009,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-01
73.0,59.5,66.5,-3.0,54.5,60.0,0.0,1.5,0 days 04:20:00.000000000,0 days 19:31:00.000000000,0.0,29.285,29.945,7.050000000000001,31.0,8.2,2009,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-02
79.0,62.5,71.0,-0.5,56.0,62.0,0.0,6.0,0 days 04:21:00.000000000,0 days 19:31:00.000000000,0.0,29.384999999999998,30.055,1.5,18.0,6.15,2009,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-03
69.0,61.0,65.0,-4.0,58.0,61.5,0.5,0.5,0 days 04:22:00.000000000,0 days 19:30:00.000000000,0.16,29.285,29.985,2.6,13.5,4.25,2009,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-04
81.5,59.0,70.5,-1.5,58.5,63.5,0.0,5.5,0 days 04:22:00.000000000,0 days 19:30:00.000000000,0.04,29.225,29.91,0.5,35.0,2.5,2009,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-05
85.5,61.5,73.5,0.5,54.0,62.5,0.0,8.5,0 days 04:23:00.000000000,0 days 19:30:00.000000000,0.0,29.17,29.85,5.85,30.5,6.65,2009,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-06
76.5,62.0,69.5,-2.0,54.5,60.5,0.0,4.5,0 days 04:23:00.000000000,0 days 19:30:00.000000000,0.0025,29.21,29.884999999999998,5.9,7.0,7.25,2009,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-07
66.5,61.5,64.0,-5.0,55.5,59.0,1.0,0.0,0 days 04:24:00.000000000,0 days 19:29:00.000000000,0.115,29.310000000000002,29.985,6.9,7.0,7.2,2009,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-08
79.5,61.0,70.5,-2.0,57.5,63.5,0.0,5.5,0 days 04:25:00.000000000,0 days 19:29:00.000000000,0.0,29.380000000000003,30.060000000000002,6.15,10.5,7.1,2009,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-09
83.0,65.0,74.5,0.0,64.5,67.5,0.0,9.5,0 days 04:25:00.000000000,0 days 19:29:00.000000000,0.1,29.375,30.049999999999997,4.0,21.0,4.75,2009,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-10
85.0,65.5,75.5,0.5,59.5,66.0,0.0,10.5,0 days 04:26:00.000000000,0 days 19:28:00.000000000,0.685,29.365000000000002,30.03,5.35,30.0,7.3,2009,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-11
82.0,59.0,70.5,-1.5,50.5,60.0,0.0,5.5,0 days 04:27:00.000000000,0 days 19:28:00.000000000,0.0,29.380000000000003,30.060000000000002,2.4,31.0,5.45,2009,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-12
78.5,63.5,71.0,-1.5,47.0,58.0,0.0,6.0,0 days 04:28:00.000000000,0 days 19:27:00.000000000,0.0,29.384999999999998,30.060000000000002,5.3,7.0,6.6,2009,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-13
80.5,57.5,69.5,-2.5,50.0,59.5,0.0,4.5,0 days 04:28:00.000000000,0 days 19:27:00.000000000,0.0,29.375,30.064999999999998,7.1,16.0,7.6,2009,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-14
85.5,66.0,76.0,0.5,62.0,67.0,0.0,11.0,0 days 04:29:00.000000000,0 days 19:26:00.000000000,0.5,29.205,29.89,10.0,24.5,13.100000000000001,2009,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-15
81.0,64.5,73.0,-1.0,56.5,62.5,0.0,8.0,0 days 04:30:00.000000000,0 days 19:25:00.000000000,0.08750000000000001,29.200000000000003,29.884999999999998,9.75,28.0,10.55,2009,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-16
70.0,57.5,64.0,-5.0,51.5,56.5,1.0,0.0,0 days 04:31:00.000000000,0 days 19:25:00.000000000,0.0025,29.18,29.865000000000002,10.35,29.5,10.600000000000001,2009,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-17
72.5,57.5,65.5,-4.5,52.0,57.5,0.0,0.5,0 days 04:32:00.000000000,0 days 19:24:00.000000000,0.0,29.335,30.005000000000003,7.35,31.5,7.6499999999999995,2009,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-18
72.0,58.5,65.5,-5.0,52.5,58.5,0.5,1.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000,0.0,29.42,30.105,1.35,20.0,4.3,2009,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-19
76.0,57.0,67.0,-4.0,55.5,60.5,0.0,2.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000,0.0,29.39,30.085,5.65,9.5,6.0,2009,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20
81.0,61.0,71.0,-2.5,56.5,62.5,0.0,6.0,0 days 04:34:00.000000000,0 days 19:22:00.000000000,0.02,29.305,30.0,4.0,13.5,6.05,2009,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-21
78.5,64.5,72.0,-1.5,60.0,64.0,0.0,7.0,0 days 04:35:00.000000000,0 days 19:21:00.000000000,0.0025,29.255000000000003,29.939999999999998,3.15,7.0,5.45,2009,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-22
80.5,62.5,71.5,-1.0,59.0,63.5,0.0,6.5,0 days 04:36:00.000000000,0 days 19:20:00.000000000,0.05,29.235,29.92,2.15,16.5,5.5,2009,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-23
83.0,61.5,72.5,-1.0,59.5,64.5,0.0,7.5,0 days 04:37:00.000000000,0 days 19:19:00.000000000,0.165,29.11,29.825,8.8,23.0,9.7,2009,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-24
81.0,66.0,74.0,0.0,58.5,64.5,0.0,9.0,0 days 04:38:00.000000000,0 days 19:18:00.000000000,0.0025,29.049999999999997,29.72,10.7,27.5,11.3,2009,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-25
82.0,63.5,73.0,-0.5,58.5,64.5,0.0,8.0,0 days 04:39:00.000000000,0 days 19:18:00.000000000,0.0025,29.155,29.810000000000002,8.55,29.0,9.0,2009,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-26
84.0,65.0,74.5,0.0,61.0,66.5,0.0,9.5,0 days 04:40:00.000000000,0 days 19:17:00.000000000,0.025,29.17,29.855,9.25,23.0,9.85,2009,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-27
85.0,67.0,76.0,0.5,61.0,66.5,0.0,11.0,0 days 04:41:00.000000000,0 days 19:16:00.000000000,0.01,29.104999999999997,29.775,6.45,28.0,7.85,2009,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-28
80.0,64.0,72.5,-1.0,51.5,60.0,0.0,7.5,0 days 04:42:00.000000000,0 days 19:15:00.000000000,0.0,29.16,29.83,4.0,19.0,7.1,2009,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-29
79.5,62.0,71.0,-2.5,57.0,62.5,0.0,6.0,0 days 04:43:00.000000000,0 days 19:14:00.000000000,0.005,29.174999999999997,29.845,4.65,23.5,5.9,2009,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-30
81.5,60.0,71.0,-2.0,54.5,61.5,0.0,6.0,0 days 04:44:00.000000000,0 days 19:13:00.000000000,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,2009,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-31
75.0,62.0,68.5,-2.5,59.0,62.5,0.0,3.5,0 days 04:45:00.000000000,0 days 19:11:00.000000000,0.0075,29.21,29.905,11.1,22.5,10.95,2009,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-01
78.5,57.5,68.5,-2.5,51.5,59.0,0.0,3.5,0 days 04:46:00.000000000,0 days 19:10:00.000000000,0.0,29.23,29.925,6.5,25.5,9.0,2009,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-02
85.0,67.5,76.5,1.5,60.5,66.0,0.0,11.5,0 days 04:47:00.000000000,0 days 19:09:00.000000000,0.065,29.135,29.814999999999998,11.6,21.0,11.850000000000001,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-03
85.5,68.0,77.0,1.5,62.0,67.5,0.0,12.0,0 days 04:48:00.000000000,0 days 19:08:00.000000000,0.0,29.19,29.86,2.15,3.5,6.0,2009,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-04
79.0,63.5,71.5,-1.5,55.0,62.0,0.0,6.5,0 days 04:49:00.000000000,0 days 19:07:00.000000000,0.0,29.369999999999997,30.04,3.3499999999999996,6.0,4.9,2009,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-05
81.5,61.0,71.5,-1.0,51.0,60.0,0.0,6.5,0 days 04:50:00.000000000,0 days 19:06:00.000000000,0.0,29.415,30.085,2.4,7.5,5.45,2009,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-06
74.0,65.5,70.0,-2.0,59.0,63.0,0.0,5.0,0 days 04:51:00.000000000,0 days 19:04:00.000000000,0.28,29.384999999999998,30.085,6.85,15.0,7.5,2009,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-07
89.0,68.5,79.0,3.0,70.0,73.0,0.0,14.0,0 days 04:52:00.000000000,0 days 19:03:00.000000000,0.05,29.23,29.92,12.55,21.0,13.2,2009,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-08
91.5,77.0,84.5,5.5,71.5,74.5,0.0,19.5,0 days 04:53:00.000000000,0 days 19:02:00.000000000,0.09999999999999999,29.259999999999998,29.93,11.35,23.0,12.600000000000001,2009,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-09
85.5,70.5,78.5,2.5,65.5,69.5,0.0,13.5,0 days 04:54:00.000000000,0 days 19:00:00.000000000,0.0,29.275,29.945,7.6000000000000005,26.0,8.05,2009,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-10
81.5,63.5,72.5,-0.5,61.5,66.0,0.0,7.5,0 days 04:55:00.000000000,0 days 18:59:00.000000000,0.0,29.33,29.990000000000002,6.199999999999999,2.0,8.35,2009,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-11
82.5,61.5,72.5,-0.5,55.5,62.5,0.0,7.5,0 days 04:56:00.000000000,0 days 18:58:00.000000000,0.0,29.415,30.08,4.6,4.5,6.45,2009,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-12
86.0,61.5,74.0,0.0,55.0,63.0,0.0,9.0,0 days 04:57:00.000000000,0 days 18:56:00.000000000,0.0,29.41,30.095,1.75,15.0,3.9,2009,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-13
88.0,65.0,77.0,2.0,59.0,66.0,0.0,12.0,0 days 04:58:00.000000000,0 days 18:55:00.000000000,0.0,29.41,30.09,5.85,21.0,6.1,2009,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-14
89.0,68.5,79.0,3.0,61.0,67.5,0.0,14.0,0 days 04:59:00.000000000,0 days 18:54:00.000000000,0.0,29.35,30.03,8.5,19.0,8.8,2009,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-15
89.0,70.5,80.0,3.5,67.5,70.5,0.0,15.0,0 days 05:00:00.000000000,0 days 18:52:00.000000000,0.45,29.305,29.979999999999997,9.4,20.5,10.149999999999999,2009,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-16
83.0,70.5,77.0,2.5,68.0,70.5,0.0,12.0,0 days 05:01:00.000000000,0 days 18:51:00.000000000,0.45999999999999996,29.310000000000002,29.990000000000002,4.85,22.0,6.65,2009,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-17
83.5,65.5,74.5,1.0,60.0,65.5,0.0,9.5,0 days 05:02:00.000000000,0 days 18:49:00.000000000,0.0,29.305,29.979999999999997,7.75,27.0,8.2,2009,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-18
82.0,61.5,72.0,0.0,61.0,65.5,0.0,7.0,0 days 05:03:00.000000000,0 days 18:48:00.000000000,0.48,29.115,29.825,5.800000000000001,16.0,8.45,2009,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-19
78.5,64.0,71.5,0.0,61.0,65.0,0.0,6.5,0 days 05:04:00.000000000,0 days 18:46:00.000000000,0.095,28.965,29.655,12.149999999999999,23.0,12.6,2009,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-20
73.5,59.0,66.5,-2.5,58.0,61.0,0.0,1.5,0 days 05:05:00.000000000,0 days 18:45:00.000000000,0.10500000000000001,29.1,29.75,8.9,27.0,11.95,2009,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-21
68.5,57.5,63.5,-4.0,52.0,56.5,1.5,0.0,0 days 05:06:00.000000000,0 days 18:43:00.000000000,0.0,29.335,29.994999999999997,8.6,18.5,9.9,2009,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-22
73.5,57.0,65.5,-3.0,54.0,58.5,0.0,0.5,0 days 05:08:00.000000000,0 days 18:42:00.000000000,0.0,29.41,30.085,3.1,3.5,7.0,2009,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-23
79.0,55.5,67.5,-2.0,56.5,61.5,0.0,2.5,0 days 05:09:00.000000000,0 days 18:40:00.000000000,0.0,29.439999999999998,30.125,4.4,21.0,5.4,2009,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-24
82.5,60.0,71.5,0.5,61.0,65.0,0.0,6.5,0 days 05:10:00.000000000,0 days 18:39:00.000000000,0.0,29.36,30.045,8.7,21.0,8.899999999999999,2009,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-25
72.5,63.0,68.0,-1.0,63.0,64.5,0.0,3.0,0 days 05:11:00.000000000,0 days 18:37:00.000000000,0.7350000000000001,29.39,30.075,4.55,2.0,7.55,2009,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-26
67.0,61.5,64.5,-3.0,60.5,62.0,0.5,0.0,0 days 05:12:00.000000000,0 days 18:35:00.000000000,1.0699999999999998,29.384999999999998,30.075,9.899999999999999,7.5,10.35,2009,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-27
69.5,60.5,65.0,-3.0,61.0,62.5,0.5,0.5,0 days 05:13:00.000000000,0 days 18:34:00.000000000,0.25,29.21,29.925,3.0,2.0,5.550000000000001,2009,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-28
69.0,56.0,63.0,-3.5,51.5,56.5,2.0,0.0,0 days 05:14:00.000000000,0 days 18:32:00.000000000,0.015,29.21,29.884999999999998,10.9,31.0,11.45,2009,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-29
66.0,51.0,59.0,-5.5,47.0,52.5,6.0,0.0,0 days 05:15:00.000000000,0 days 18:31:00.000000000,0.0025,29.47,30.134999999999998,8.8,1.0,9.9,2009,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-30
67.5,49.0,58.5,-5.0,44.0,52.0,6.5,0.0,0 days 05:16:00.000000000,0 days 18:29:00.000000000,0.0,29.575000000000003,30.265,5.05,3.5,6.4,2009,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-31
71.5,48.5,60.5,-4.0,48.0,54.0,4.5,0.0,0 days 05:17:00.000000000,0 days 18:27:00.000000000,0.0,29.6,30.305,3.25,5.0,3.45,2009,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-01
72.5,51.5,62.5,-3.0,50.5,56.0,2.5,0.0,0 days 05:18:00.000000000,0 days 18:26:00.000000000,0.0,29.535,30.240000000000002,3.65,7.0,4.5,2009,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-02
75.0,56.5,66.0,-1.0,54.5,59.5,0.0,1.0,0 days 05:19:00.000000000,0 days 18:24:00.000000000,0.0,29.450000000000003,30.15,4.95,5.5,5.95,2009,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-03
75.0,56.0,66.0,-1.5,54.5,59.5,0.0,1.0,0 days 05:20:00.000000000,0 days 18:22:00.000000000,0.0,29.465,30.145,3.7,4.0,4.25,2009,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-04
78.0,55.5,67.0,-0.5,57.0,61.5,0.0,2.0,0 days 05:21:00.000000000,0 days 18:21:00.000000000,0.0,29.515,30.200000000000003,4.75,5.0,5.55,2009,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-05
77.0,63.5,70.5,1.0,59.0,63.5,0.0,5.5,0 days 05:22:00.000000000,0 days 18:19:00.000000000,0.017499999999999998,29.494999999999997,30.18,5.25,6.5,5.949999999999999,2009,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-06
77.0,61.0,69.0,0.5,59.0,62.5,0.0,4.0,0 days 05:23:00.000000000,0 days 18:17:00.000000000,0.0,29.415,29.687187255397873,6.05,3.5,5.45,2009,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-07
78.0,61.0,69.5,1.5,61.0,64.0,0.0,4.5,0 days 05:24:00.000000000,0 days 18:15:00.000000000,0.0,29.384999999999998,30.060000000000002,6.75,3.5,7.65,2009,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-08
77.5,66.5,72.5,3.0,63.0,65.5,0.0,7.5,0 days 05:25:00.000000000,0 days 18:14:00.000000000,0.0,29.445,30.130000000000003,6.449999999999999,6.5,7.050000000000001,2009,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-09
80.5,64.5,73.0,3.5,62.0,65.5,0.0,8.0,0 days 05:26:00.000000000,0 days 18:12:00.000000000,0.0,29.509999999999998,30.185000000000002,6.3,6.5,7.05,2009,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-10
79.0,62.5,71.0,3.0,59.0,63.5,0.0,6.0,0 days 05:27:00.000000000,0 days 18:10:00.000000000,0.0,29.465,30.16,5.75,7.5,6.15,2009,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-11
78.5,59.5,69.5,2.0,60.5,63.5,0.0,4.5,0 days 05:28:00.000000000,0 days 18:09:00.000000000,0.0,29.439999999999998,30.130000000000003,3.45,4.5,4.65,2009,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-12
79.5,57.5,68.5,2.0,54.5,60.5,0.0,3.5,0 days 05:29:00.000000000,0 days 18:07:00.000000000,0.005,29.42,30.115000000000002,2.0,7.0,3.6,2009,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-13
84.0,58.5,71.5,3.5,55.5,61.5,0.0,6.5,0 days 05:30:00.000000000,0 days 18:05:00.000000000,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,2009,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-14
82.5,63.5,73.0,4.5,58.5,63.5,0.0,8.0,0 days 05:31:00.000000000,0 days 18:03:00.000000000,0.0,29.384999999999998,30.060000000000002,6.0,2.0,7.25,2009,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-15
71.5,60.5,66.0,0.5,54.0,59.5,0.0,1.0,0 days 05:32:00.000000000,0 days 18:00:00.000000000,0.0,29.515,30.189999999999998,11.75,5.5,12.4,2009,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-16
71.5,52.0,62.0,-1.5,51.5,56.5,3.0,0.0,0 days 05:33:00.000000000,0 days 17:58:00.000000000,0.0,29.48,30.175,3.95,6.5,4.800000000000001,2009,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-17
79.0,51.0,65.5,0.5,55.0,59.0,0.0,0.5,0 days 05:35:00.000000000,0 days 17:56:00.000000000,0.0,29.490000000000002,30.175,5.199999999999999,2.5,6.550000000000001,2009,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-18
75.5,56.5,66.5,1.5,55.0,59.5,0.0,1.5,0 days 05:36:00.000000000,0 days 17:55:00.000000000,0.0,29.509999999999998,30.205,3.8000000000000003,10.0,5.85,2009,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-19
72.0,54.0,63.5,1.0,56.0,60.0,1.5,0.0,0 days 05:37:00.000000000,0 days 17:53:00.000000000,0.595,29.310000000000002,30.03,6.15,7.5,7.6,2009,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-09-20
